source,target,exposure
5A,BS,164.676
TW,5J,61.719
TW,5J,413898.82
5A,IS,69.407
5A,FI,7032.18
5A,BZ,32.953
5A,5R,2828225.999
5A,IR,3.153
5A,ET,1.758
5A,BY,66.964
5A,5M,37593.738
5A,JE,6245.422
5A,CA,2811.825
5A,AE,738.55
5A,IT,95597.756
5A,AD,257.008
5A,JO,1.457
5A,FR,4684.346
5A,CF,10.552
5A,JM,17.958
5A,FO,0.047
5A,CD,247.294
5A,KE,2.272
5A,GB,904.589
5A,CH,19478.255
5A,AM,3.004
5A,JP,3659.694
5A,GA,2.612
5A,CG,269.143
5A,AL,146.365
5A,KH,1.0
5A,GE,0.25
5A,CL,404.345
5A,AO,27.906
5A,KG,0.001
5A,CI,657.231
5A,GH,42.019
5A,CN,2284.925
5A,AT,11643.431
5A,5J,47909.224
5A,KN,25.55
5A,GG,1.0
5A,CM,228.32
5A,AR,55.081
DE,5J,130655.0
5A,KW,1506.309
5A,CR,142.59
5A,1C,398.036
5A,KR,744.706
5A,GI,0.011
5A,CO,325.765
5A,AU,5772.676
5A,KZ,38.021
5A,GN,1.112
5A,CU,67.831
5A,BA,230.395
5A,KY,116504.52
5A,GM,0.093
5A,LB,240.985
5A,GR,2007.371
5A,CW,843.017
5A,BD,26.661
5A,GQ,1.412
5A,CV,39.279
5A,BB,0.071
5A,LI,485.997
5A,GW,0.061
5A,CZ,1434.6
5A,BF,1.0
5A,LC,0.758
5A,GT,0.095
5A,CY,5057.26
5A,BE,101288.575
5A,LR,171.864
5A,HN,0.54
5A,DE,71060.215
5A,BH,2224.506
5A,LK,0.013
5A,HK,28.013
5A,BG,2486.26
5A,LU,205573.025
5A,HT,0.087
5A,DK,977.665
5A,BJ,2.0
5A,LT,686.925
5A,HR,49.029
5A,DJ,48.424
5A,SE,1343.204
5A,KP,0.021
5A,CN,5624.176
5A,AT,9.528
AT,NZ,14.053
5A,MN,62.341
5A,JE,7.0
5A,FM,2.286
5A,CA,309273.66
AT,NP,1.317
5A,MM,0.129
5A,IT,18562.478
5A,FJ,114.347
5A,SD,1.637
5A,KN,46.285
5A,CM,7.737
5A,AR,3.595
5A,SI,5.879
5A,KW,1381.383
5A,CR,2.408
5A,ML,1.485
5A,IS,1.479
5A,FI,984.411
5A,BZ,23.0
AT,PA,95.109
5A,SG,3452.995
5A,KR,345.875
5A,CO,1305.355
5A,AU,525.331
5A,MK,1.161
5A,IR,46.488
5A,ET,138.142
5A,BY,233.676
AT,OM,1.94
5A,MU,3322.516
5A,KE,19.903
5A,GB,67131.963
5A,CH,246860.341
5A,SL,1.024
5A,KZ,391.874
5A,CU,1.013
5A,BA,-1.0
AT,NI,0.602
AT,NG,5.318
5A,MT,6412.85
5A,JP,82.891
5A,GA,320.37
5A,CG,298.607
5A,SK,501.389
5A,KY,6322.996
5A,AZ,1.0
5A,MR,0.001
5A,JO,2.378
5A,FR,36254.472
5A,SN,5.177
5A,LB,2620.913
5A,CW,6.741
5A,BD,30.259
AT,NO,537.451
5A,SM,1.675
5A,LA,22.346
5A,CV,5.244
5A,BB,3.337
AT,NL,6443.708
5A,MO,219.219
5A,JM,1.0
5A,FO,48.301
5A,CD,102.0
AT,MZ,1.195
5A,LY,2279.903
5A,ID,5.627
5A,DO,412.756
5A,BN,285.371
5A,ST,0.034
5A,LI,946.545
5A,CZ,813.288
5A,SR,4.501
5A,LC,52.516
5A,CY,405.5
5A,BE,385.564
AT,MY,8.185
5A,LV,1338.752
5A,HU,180.078
5A,DM,30.018
5A,BM,15523.409
5A,LU,348155.203
5A,HT,0.099
5A,DK,1969.595
5A,BJ,2.0
5A,SV,0.095
5A,LR,573.605
5A,DE,341777.783
5A,BH,46.296
5A,LT,755.124
5A,HR,43.278
5A,DJ,86.905
5A,LK,45.06
5A,BG,9.0
5A,MH,2954.112
5A,IQ,75.103
5A,ES,15241.558
5A,SY,10.267
5A,LU,34481.498
5A,DK,17394.946
AT,MV,5.106
5A,MG,1.578
5A,IN,292.032
5A,EG,2923.104
5A,BS,32437.205
5A,SX,1.0
5A,LT,1483.568
5A,DJ,0.037
AT,MU,4.421
5A,ME,0.29
5A,EE,266.37
5A,BR,12488.992
AT,MX,25.027
5A,MD,4.639
5A,IL,31.765
5A,EC,229.172
5A,TC,1.434
5A,LY,407.931
5A,DO,3.042
5A,BN,1.0
AT,MW,0.101
5A,MA,92.762
5A,IE,736.431
5A,DZ,1486.539
5A,BO,7.008
5A,SZ,1.38
5A,LV,2327.73
5A,DM,-0.051
5A,BM,403.562
5A,TG,-0.151
5A,MD,73.232
5A,EC,4.276
AT,MO,189.926
5A,LB,334.224
5A,GR,19.938
5A,CW,900.695
5A,BD,578.214
AT,MN,6.305
5A,LA,0.013
5A,GQ,1.412
5A,CV,43.948
5A,BB,21687.857
5A,TD,0.634
5A,MA,1725.347
5A,DZ,3.948
5A,TJ,0.14
5A,MG,337.718
5A,EG,4.943
5A,BS,845.056
5A,KZ,1594.607
5A,GN,5.564
5A,CU,93.574
5A,BA,280.822
AT,MT,796.161
5A,TH,135.842
5A,ME,111.394
5A,EE,159.542
5A,BR,15.48
5A,KY,778608.94
5A,GM,0.093
5A,AZ,0.001
AT,MK,149.279
5A,LR,943.15
5A,HN,0.567
5A,DE,86904.695
5A,BH,28527.565
5A,TN,36.03
5A,MK,77.067
5A,ET,1.317
AT,MH,326.132
5A,LK,9.948
5A,HK,706.723
5A,BG,3104.479
5A,TM,3.01
5A,MH,1239.915
5A,ES,29914.183
5A,TT,0.025
5A,MM,17.569
5A,FJ,0.063
AT,MM,1.033
5A,LI,1563.677
5A,GW,0.332
5A,CZ,2189.881
5A,BF,2.0
5A,TR,49.808
5A,ML,133.359
5A,FI,6560.643
5A,BZ,51.013
AT,ML,0.315
5A,LC,49.751
5A,GT,0.204
5A,CY,8129.127
5A,BE,121268.03
AT,MD,107.529
5A,KH,13.197
5A,GE,0.39
5A,CL,782.212
5A,AO,477.659
5A,UA,34.497
5A,MR,66.665
5A,FR,57412.363
AT,MA,58.805
5A,KG,0.175
5A,CI,723.299
5A,TZ,0.983
5A,MO,159.195
5A,FO,0.427
5A,TW,634.478
5A,MN,9.148
5A,FM,0.001
5A,CA,45.702
5A,KE,74.966
5A,GB,3858.014
5A,CH,36172.108
5A,AM,31.15
AT,MG,0.288
5A,US,213.465
5A,MU,546.281
5A,GB,552273.608
5A,CH,773.541
5A,JP,115939.081
5A,GA,2.279
5A,CG,472.346
5A,AL,197.204
AT,ME,91.741
5A,UG,0.108
5A,MT,5158.036
5A,GA,1.762
5A,UZ,4.172
5A,MW,13.11
5A,GE,2.069
5A,CL,3.659
AT,LU,15260.238
5A,KW,14821.113
5A,GL,0.037
5A,CR,362.985
5A,AW,0.071
5A,1C,1845.783
5A,UY,6.022
5A,MV,5.545
5A,GD,0.002
5A,CI,2.304
AT,LT,177.599
5A,KR,13548.654
5A,GI,65.011
5A,CO,523.244
5A,AU,115226.87
AT,LY,912.196
5A,KP,0.025
5A,GH,52.004
5A,CN,26055.929
5A,AT,10238.311
5A,5J,930020.905
5A,VC,0.342
5A,MY,380.492
5A,GH,3.023
5A,CN,1698.47
AT,LV,385.98
5A,KN,178.617
5A,GG,45.0
5A,CM,301.249
5A,AR,582.953
5A,VA,-0.789
5A,MX,2959.661
5A,GG,31.283
5A,CM,1.0
5A,VG,0.182
5A,CR,1.0
AT,SY,82.779
AT,BJ,0.035
5A,IS,196.272
5A,FI,4983.89
5A,BZ,355.47
5A,5R,7129393.039
5A,VE,4.624
5A,MZ,267.686
5A,GI,12.408
5A,CO,1.01
AT,SX,0.007
AT,BI,0.02
5A,IR,420.382
5A,ET,14.875
5A,BY,121.852
5A,5M,242411.887
5A,VU,0.188
5A,NE,28.061
5A,GN,0.084
5A,IQ,20.827
5A,ES,1063.81
5A,BT,3.895
5A,5K,4881111.029
AT,TC,0.295
AT,BN,0.146
5A,VN,39.045
5A,NC,486.795
5A,GM,1.809
5A,IN,1800.358
5A,EG,255.372
5A,BS,805.482
AT,SZ,0.026
AT,BM,70.209
5A,JO,87.212
5A,FR,3958.3
5A,CF,32.354
5A,YE,2.428
5A,NI,27.125
5A,GR,2888.448
5A,CW,24.538
AT,BF,2.021
5A,JM,127.351
5A,FO,25.746
5A,CD,420.718
5A,AF,5.238
5A,WS,91.393
5A,NG,263.072
5A,GQ,0.343
5A,CV,1.0
AT,BE,2331.304
AT,SN,1.908
AT,BD,0.589
5A,ZA,11.945
5A,NO,7988.991
5A,GW,1.762
5A,CZ,8.0
AT,SV,0.229
AT,BH,15.547
5A,JE,34896.191
5A,CA,8116.551
5A,AE,58462.793
5A,NL,75938.875
5A,GT,0.655
5A,CY,195.825
AT,BG,387.816
5A,IT,95147.878
5A,FJ,9.206
5A,AD,299.256
AT,SK,2106.856
AT,AZ,40.249
5A,HT,40.575
5A,DK,110.84
5A,BJ,212.939
5A,ZW,0.469
5A,NZ,370.659
5A,HN,33.126
5A,DE,926.087
AT,SI,2292.955
AT,AW,0.623
5A,HR,99.346
5A,DJ,0.25
5A,BI,66.903
5A,ZM,1.321
5A,NP,22.457
5A,HK,7922.007
GR,5J,1250.462
5A,HN,185.228
5A,DE,15036.696
5A,BH,3241.019
AT,SM,46.962
AT,BB,8.506
5A,PA,1062.067
5A,HT,0.578
5A,DK,11.308
5A,HK,83825.982
5A,BG,1170.933
5A,5C,2535194.056
AT,SL,0.084
AT,BA,102.908
5A,OM,132.6
5A,HR,48.65
5A,DJ,1.0
5A,IM,3147.298
5A,EE,227.057
5A,BR,4228.937
AT,SD,0.106
AT,AR,16.167
5A,PF,372.951
5A,ID,9.078
5A,DO,1.266
5A,IL,5212.371
5A,EC,8.139
5A,BQ,89.581
5A,IE,350659.336
5A,DZ,138.231
5A,BO,206.465
5A,PE,643.371
5A,HU,1081.446
5A,DM,4.612
AT,SC,84.729
AT,AO,0.496
AT,SG,304.531
AT,AU,52.47
5A,ID,355.055
5A,DO,2.931
5A,BN,317.797
5A,PH,408.675
5A,IL,1399.789
5A,EC,11.198
AT,SE,252.182
5A,HU,7846.559
5A,BM,870.529
5A,PG,6.492
5A,IE,85142.132
5A,DZ,4.783
5A,PL,6428.453
5A,IN,307.285
5A,EG,128.3
AT,RU,4400.135
AT,AL,13.457
5A,GN,29.078
5A,CU,2.479
5A,BA,276.139
5A,4T,1230329.898
5A,PK,101.527
5A,IM,30.096
5A,EE,3.0
AT,RS,1166.02
AT,AI,0.849
5A,GM,9.216
5A,AZ,207.25
LU,5J,7649.552
LU,5J,9411.935
5A,PT,9893.666
5A,IR,95.226
5A,GL,6.311
5A,CR,0.294
5A,AW,119.141
AT,SA,36.745
5A,PS,19.362
5A,IQ,4.863
5A,ES,153.77
5A,GI,1507.641
5A,CO,427.287
5A,AU,6342.476
AT,RW,0.289
AT,AM,16.607
5A,CZ,3.382
5A,BF,83.453
5A,4Y,953421.71
5A,PY,115.633
5A,IT,71123.857
5A,FJ,0.869
AT,PY,7.333
AT,AD,12.716
5A,IS,86.883
5A,FI,10.295
5A,GT,290.833
5A,CY,13.588
5A,BE,13322.931
5A,4W,134412.631
5A,RS,470.212
5A,JO,2.797
5A,FR,251.135
5A,RO,1710.887
5A,JM,2.61
AT,RO,2185.963
AT,AF,0.053
5A,GR,1528.408
5A,CW,4.366
5A,BD,570.767
5A,4U,86454.711
5A,QA,1299.005
5A,JE,143.274
AT,QA,43.043
AT,AE,1145.267
5A,GQ,5.258
5A,CV,4.464
5A,BB,548.554
AT,PL,1481.821
5A,GB,1080844.908
5A,CH,484.557
5A,AM,318.949
5A,RW,40.917
5A,KE,6.55
5A,GB,3411.172
LU,5J,17.934
LU,5J,1744.449
AT,PK,2.151
5A,GA,0.16
5A,CG,5.5
5A,AL,87.254
5A,BW,0.221
5A,RU,4344.178
5A,JP,65825.343
5A,GA,7.917
5A,FR,91049.966
5A,CF,1.011
5A,AI,164.145
AT,PT,556.038
5A,ER,0.136
5A,SC,493.969
5A,KH,0.041
5A,FO,253.684
5A,CD,43.863
5A,AF,50.414
AT,PS,134.322
5A,SA,1691.738
5A,KG,5.377
5A,5J,3904.594
5A,SE,8725.32
5A,GH,4.0
5A,GH,236.776
5A,CN,8217.21
5A,AT,8179.819
5A,GG,14484.383
5A,CM,36.004
5A,AR,2497.779
5A,GY,0.005
5A,SD,14.02
5A,KN,1.942
5A,GG,435.702
AT,PE,4.123
5A,SI,6246.483
5A,KW,23.196
AT,PH,13.82
5A,GE,106.516
5A,CL,5.483
5A,AO,1780.112
AT,PG,0.092
IM,5J,3075.851
5A,GD,24.998
5A,CI,24.848
5A,SG,6575.923
5A,KR,8340.915
5A,GI,28.028
GR,5J,1250.462
5A,SL,6.758
5A,KZ,615.592
5A,GN,10.801
LU,5J,1744.449
5A,ES,13508.23
5A,5K,360747.781
AT,DO,4.536
LU,5J,17.934
5A,SK,10346.026
5A,KY,26928.238
5A,GM,3.0
5A,EG,346.375
5A,BS,10.572
AT,DM,0.541
AT,EC,2.598
5A,SN,552.159
5A,LB,86.732
5A,GR,235.89
5A,EE,383.727
5A,BR,1983.641
5A,SM,424.584
5A,LA,1.014
5A,GQ,1.0
5A,EC,377.84
5A,BQ,0.022
AT,DZ,16.89
5A,FM,9.281
5A,CA,365.557
5A,AE,51921.771
5A,ST,13.366
5A,LI,188.778
AT,ZW,0.933
AT,DE,36278.016
5A,SR,120.252
5A,LC,0.264
5A,GT,0.027
AT,ZM,1.321
5A,FJ,13.34
5A,AD,762.929
5A,4L,2248282.01
AT,DK,439.378
5A,FI,5078.547
5A,BZ,0.003
5A,5R,444101.79
5A,SV,41.431
5A,LR,4.989
5A,LK,4.023
5A,HK,5365.947
5A,ET,174.801
5A,BY,0.164
5A,5M,12811.351
5A,DE,134334.749
5A,BH,164.903
AT,WS,0.205
AT,CV,0.951
5A,SY,149.813
5A,LU,150941.76
5A,BG,21.242
5A,5C,244433.912
AT,VU,0.038
AT,CU,3.615
5A,SX,47.444
5A,LT,333.943
5A,HR,2.0
AT,ZA,69.008
AT,CZ,1182.571
5A,CZ,628.246
5A,BF,1.59
5A,4Y,95170.955
AT,CY,1589.385
5A,TC,22.114
5A,LY,6.198
5A,ID,4.0
5A,CY,12591.379
5A,BE,11817.7
5A,4W,131590.711
AT,YE,0.075
AT,CW,2.538
5A,SZ,10.346
5A,LV,124.993
5A,HU,48.001
5A,DZ,45.031
5A,BO,21.664
AT,VE,4.113
AT,CO,8.121
5A,DO,632.048
5A,BN,218.596
5A,TG,79.939
5A,MD,1.614
5A,IL,71.388
AT,VC,1.323
AT,CN,35.943
5A,DM,10.226
5A,BM,1.0
5A,TD,37.737
5A,MA,46.08
5A,IE,372.399
5A,FK,0.006
5A,TJ,9.775
5A,MG,0.071
5A,IN,205.581
AT,VN,47.492
5A,DK,16652.771
5A,BJ,5.017
5A,3C,56040.846
AT,VG,459.877
AT,CR,8.35
5A,DJ,0.116
5A,BI,0.679
5A,AG,0.009
5A,TH,1370.625
5A,ME,1.652
5A,IM,103.309
5A,LS,0.019
5A,TN,853.065
5A,MK,6.172
5A,IR,85.027
5A,CR,507.263
5A,AW,0.036
AT,UY,123.525
AT,CI,0.311
5A,KM,0.77
5A,TM,10.444
5A,MH,21.025
5A,CO,2279.602
5A,AU,219.528
AT,US,14802.494
AT,CH,2805.906
5A,5J,6104.811
5A,TT,26.744
5A,MM,0.022
5A,IT,80.617
5A,CN,36762.612
5A,AT,5323.558
AT,CM,0.814
5A,TR,5790.634
5A,ML,1.585
5A,CM,6.674
5A,AR,15.467
AT,UZ,328.699
AT,CL,5.76
5A,SS,0.003
5A,TZ,58.752
5A,MO,434.453
AT,TZ,7.658
AT,CD,0.048
5A,CW,2056.022
5A,BD,53.801
5A,4U,21810.574
5A,5J,3452.527
5A,SO,1.483
5A,TW,1121.516
5A,MN,0.03
5A,JE,1.0
AT,TW,446.957
AT,CA,147.994
5A,CV,0.159
5A,BB,1.001
5A,2Z,245.0
5A,TV,0.005
5A,US,32416.119
5A,MU,185.954
5A,KE,27.166
AT,UG,0.204
AT,CG,0.48
5A,CU,165.335
5A,BA,10.836
5A,4T,276106.175
LU,5J,9411.935
5A,UG,49.631
5A,MT,609.209
5A,JP,524.155
LU,5J,7649.552
5A,TF,0.05
5A,UA,1278.134
5A,MR,-0.82
5A,JO,628.248
AT,UA,1396.87
5A,AZ,57.137
5A,CF,0.36
5A,AI,0.003
AT,TN,230.697
AT,BY,29.673
5A,UZ,105.038
5A,MW,-0.712
5A,CD,67.241
5A,AF,4.287
AT,TM,1.529
AT,BT,0.006
5A,UY,385.161
5A,MV,0.274
5A,CA,77440.989
5A,AE,3300.258
AT,TT,3.002
5A,SB,0.026
5A,VC,18.975
5A,MY,691.567
5A,AD,0.348
5A,4L,83352.004
AT,TR,1317.315
AT,BZ,24.807
5A,VA,114.635
5A,MX,3759.551
AT,BQ,0.075
5A,CL,4128.574
5A,AO,2000.921
5A,VG,1359.485
5A,KW,34.549
AT,BO,1.499
5A,CI,21.223
5A,VE,1390.047
5A,MZ,1.241
5A,KR,82.113
5A,VU,14.255
5A,NE,1.7
5A,KZ,87.523
AT,TJ,5.649
AT,BS,13.671
5A,CH,55882.688
5A,AM,0.265
5A,VN,263.279
5A,NC,5.022
5A,KY,1628.299
AT,TH,34.987
AT,BR,93.463
5A,CG,0.409
5A,AL,2.011
5A,2O,133.759
5A,YE,19.897
5A,NI,0.066
5A,LB,67.905
5A,BR,7454.623
AT,IL,106.136
5A,WS,257.374
5A,NG,2.764
5A,5J,339873.457
5A,BQ,19.216
AT,IE,8299.582
AT,IN,5.928
5A,ZA,2132.071
5A,NO,908.246
5A,LI,20.424
5A,BO,194.507
AT,AG,2.274
AT,IM,23.475
5A,NL,107322.402
5A,BN,224.199
5A,BM,46161.769
5A,ZW,38.471
5A,NZ,603.267
5A,LR,85.413
5A,BZ,1293.698
5A,5R,95971.384
5A,ZM,58.052
5A,NP,1.135
5A,LK,24.911
AT,HR,677.943
5A,BY,601.664
5A,5M,123.581
AT,ID,2.697
5A,BT,0.005
5A,5K,85634.686
5A,PA,33.229
5A,LU,403.984
AT,HU,1957.407
5A,BS,8977.379
5A,OM,3.2
5A,LT,0.096
5A,BF,10.096
5A,4Y,22619.876
AT,GT,3.244
5A,PF,1.023
5A,LY,765.0
5A,5J,1285.842
5A,BE,19497.924
5A,4W,24241.333
AT,GR,323.725
5A,PE,202.442
5A,LV,3.0
AT,HN,0.037
5A,BD,13.474
5A,4U,3006.606
5A,PH,82.862
5A,MD,1.0
AT,HK,79.22
5A,PG,1.028
5A,MA,5.686
5A,BB,2341.132
5A,2Z,1448.028
5A,2B,1888.0
AT,GM,0.065
5A,BJ,0.007
5A,3C,27533.935
5A,PL,2303.831
5A,MG,7.155
AT,GL,0.109
5A,BI,0.134
5A,PK,2.311
5A,ME,1.0
5A,PT,6895.446
5A,MK,1.0
AT,GQ,0.138
5A,BH,719.842
5A,PS,0.078
5A,MH,106.112
AT,GN,0.614
5A,BG,377.139
5A,5C,79414.829
5A,PY,2.182
5A,AT,5713.066
AT,GG,113.969
5A,AR,2455.12
AT,GE,19.123
AT,GI,94.989
5A,RO,684.187
5A,MO,44.601
5A,AO,14.515
5A,2R,2.005
5A,QA,13.729
5A,MN,13.982
AT,GH,1.315
5A,RW,2.958
5A,MU,113.638
5A,BW,23.141
5A,RU,200.271
5A,MT,118.01
AT,BW,0.005
AT,GA,0.198
5A,BA,47.015
5A,4T,50300.776
5A,RS,39.127
5A,MR,1.0
AT,FR,4361.839
5A,AZ,171.427
5A,ER,12.82
5A,SC,2.365
AT,GD,1.079
5A,AW,88.574
5A,2W,0.672
5A,SA,1628.338
5A,MV,3.858
AT,GB,12808.31
5A,AU,42720.618
5A,AE,30692.506
AT,FJ,0.019
5A,SE,7781.968
5A,MY,13.0
5A,AD,104.088
5A,4L,10336.689
5A,2N,0.809
AT,FI,428.192
5A,GY,5.566
5A,MX,13.994
5A,5R,5293037.97
5A,MS,0.007
5A,SI,1081.629
5A,SG,3078.168
5A,MZ,1.0
5A,5M,5728.017
5A,SL,0.023
AT,EG,44.362
5A,AM,75.816
AT,EE,47.766
5A,AL,25.456
5A,2O,22.601
5A,SK,643.725
5A,SN,2.228
AT,ET,0.392
5A,AI,614.675
5A,SM,32.188
5A,NG,19.025
AT,ES,1499.746
5A,AF,0.137
AT,MG,0.288
5A,SE,180846.832
5A,SB,0.132
5A,VC,55.477
5A,CN,233000.538
5A,5J,439177.212
5A,TW,371.856
5A,QA,2386.036
5A,CA,60.332
5A,VA,40.181
5A,SD,1.0
5A,CM,17.181
5A,TT,14.686
5A,PY,57.829
5A,4L,56089.366
AT,ME,21.873
5A,ER,7.304
5A,UZ,201.452
5A,SC,7.565
5A,CL,263.877
AT,MK,14.305
5A,UA,1155.367
5A,RS,550.056
5A,CF,0.014
AT,MH,323.673
5A,TZ,51.257
5A,RO,5761.287
5A,CD,1.182
5A,UY,536.542
5A,SA,1741.152
5A,CI,6.328
5A,US,12600.601
5A,CH,919.615
5A,VU,135.989
5A,SL,47.0
5A,CU,14.796
5A,4T,1530920.06
AT,LY,14.383
5A,VN,842.48
5A,SK,874.235
AT,LV,382.137
5A,UG,42.532
5A,RU,2861.23
5A,CG,0.767
5A,ER,7.27
5A,UZ,69.751
5A,SC,5.0
5A,CL,2.487
5A,VG,716.256
5A,SI,1299.216
5A,CR,25.023
5A,1C,6458.789
AT,MD,35.674
JE,5J,271.0
5A,UY,221.398
5A,SA,16.887
5A,CI,0.991
5A,VE,2260.778
5A,SG,302924.051
5A,CO,96.095
AT,MA,5.39
5A,VC,7.614
5A,SE,84569.431
5A,CN,5579.675
5A,5J,39963.551
AT,LR,1.508
5A,TW,4981.085
5A,QA,7699.874
5A,CA,6943.194
AT,LK,6.753
5A,VA,32.409
5A,SD,1.0
5A,CM,2.197
5A,TT,394.049
5A,PY,149.84
5A,4L,680853.0
AT,LI,554.244
5A,VG,47.566
5A,SI,1253.034
5A,CR,1.892
5A,1W,-0.05
5A,1C,599.332
5A,NR,0.009
5A,TR,5314.19
5A,BZ,865.861
AT,LU,13899.139
5A,LS,5.013
5A,TN,703.752
5A,PT,7323.726
5A,BY,38.586
5A,VE,1009.834
5A,SG,22167.821
5A,CO,4.685
AT,TO,0.002
AT,LT,148.052
5A,TM,19.359
5A,PS,5.336
5A,BT,2.231
5A,US,53939.079
5A,RW,3.0
5A,CH,7786.832
PH,5J,11.083
AT,LA,0.129
PH,5J,11.083
5A,VU,11.668
5A,SL,11.0
5A,CU,2.496
5A,4T,118805.765
5A,VN,217.9
5A,SK,1195.845
5A,TL,0.051
5A,BW,0.158
5A,UG,551.83
5A,RU,15003.97
5A,CG,512.762
AT,KZ,49.002
5A,UA,2062.331
5A,RS,1052.794
5A,CF,3.128
AT,LC,0.638
5A,YE,14.233
5A,SN,19.914
5A,CW,0.013
5A,4U,13762.962
5A,TZ,762.092
5A,RO,6595.804
5A,CD,470.467
AT,LB,22.112
5A,WS,1.895
5A,CV,0.076
5A,2B,19.787
5A,TC,102.584
5A,PF,439.623
5A,BN,205.236
5A,ZA,1935.744
5A,ST,9.206
5A,CZ,17.507
5A,4Y,34465.341
AT,KR,14.879
5A,SZ,107.292
5A,PE,1078.643
5A,BM,1862.33
5A,CY,59.432
5A,4W,37239.233
AT,SB,0.034
AT,KY,236.253
5A,ZW,33.211
5A,SV,6.0
5A,DE,5153.435
5A,SY,253.137
5A,PA,2344.812
5A,BJ,26.87
5A,3C,67285.701
AT,KW,7.006
5A,ZM,41.377
5A,5C,596075.155
5A,SX,109.984
5A,OM,108.327
5A,BI,1.591
5A,DK,7186.946
5A,FK,264.0
5A,TJ,21.093
5A,PL,11663.961
5A,BS,1688.049
AT,KG,0.346
5A,AG,6.12
5A,TH,5012.328
5A,PK,504.974
5A,BR,683.308
AT,KE,17.829
5A,DJ,0.174
5A,DO,3.798
5A,TG,97.244
5A,PH,968.526
5A,BQ,0.256
AT,KN,7.903
5A,DM,0.89
5A,TD,31.02
5A,PG,14.145
5A,BO,25.833
AT,KH,0.445
AT,SS,0.008
AT,JM,0.512
5A,TG,122.0
5A,EC,1.423
5A,YE,10.07
5A,SN,494.758
5A,BD,101.399
AT,SO,0.015
AT,JE,55.745
5A,TD,16.0
5A,DZ,42.935
5A,SM,254.719
5A,NG,3197.25
5A,BB,159.654
5A,2Z,69254.193
5A,VU,0.508
5A,SL,70.552
5A,NE,1.0
5A,BA,18.158
5A,EG,38.735
5A,2H,-92.996
AT,JP,73.896
5A,VN,17.116
5A,SK,691.403
5A,NC,323.107
5A,AZ,469.314
5A,TH,169.98
5A,EE,108.624
AT,JO,5.977
AT,LS,4.139
AT,IR,15.468
5A,TR,2200.491
5A,FI,59.955
5A,5R,788554.34
5A,ZW,8.207
5A,SV,71.485
5A,NZ,3651.11
5A,BH,54.49
AT,IQ,5.392
5A,LS,0.012
5A,TN,84.821
5A,ET,1.271
5A,5M,244.396
5A,ES,201.724
5A,5K,732462.958
5A,ZM,1.285
5A,NP,250.992
5A,BG,509.226
AT,IT,2930.918
5A,SO,0.012
5A,TW,2901.712
5A,FM,0.019
5A,AE,8076.144
5A,ZA,3.841
5A,ST,13.449
5A,NO,78910.593
5A,BF,4.577
AT,IS,1.059
5A,TT,1.185
5A,FJ,0.131
5A,AD,680.473
5A,2N,0.024
5A,SR,142.868
5A,NL,251393.6
5A,BE,1016.77
AT,PT,428.093
5A,UZ,1370.232
5A,SC,489.523
5A,AO,3138.074
5A,UA,956.514
5A,FR,1204.555
5A,AI,56.147
AT,PS,0.149
5A,UY,189.807
5A,SA,11085.774
5A,MV,1.319
5A,2R,3.019
5A,TZ,97.21
5A,FO,0.064
5A,AF,22.411
AT,PY,7.022
5A,US,94217.53
5A,GB,1008.364
5A,AM,92.605
5A,US,9549.909
5A,RW,68.75
5A,MU,2288.284
5A,AM,12.29
5A,UG,73.941
5A,BW,20.515
5A,TL,0.508
5A,GA,1.19
5A,AL,99.759
5A,BW,49.862
5A,UG,1.105
5A,RU,6874.445
5A,2O,104.151
5A,MT,973.733
5A,AL,7.833
5A,ER,5.414
5A,UZ,1.0
5A,GE,5.198
5A,AO,1480.91
5A,VG,21.041
5A,SI,927.483
5A,AW,4.613
5A,2W,776.734
5A,1C,12345.027
AT,PH,11.433
5A,UY,11.058
5A,GD,1.681
5A,2R,-0.014
5A,VE,2.956
5A,SG,15624.777
5A,MZ,395.671
5A,AU,5148.349
AT,PG,0.092
5A,AT,22381.756
5A,SB,0.003
5A,GH,3.147
5A,SE,4180.746
5A,MY,5238.693
5A,AT,1315.614
5A,5J,44116.068
AT,PL,413.586
5A,AR,1206.914
5A,GY,2.444
5A,GG,0.942
5A,GY,36.222
5A,VA,91.577
5A,SD,81.758
5A,MX,7967.804
5A,AR,467.986
AT,PK,1.847
5A,VG,4.0
5A,GL,0.217
5A,AW,109.19
AT,PA,94.731
5A,TR,73.079
5A,ML,8.0
5A,5R,209666.909
5A,GI,0.452
5A,AU,2160.709
AT,OM,1.78
5A,TN,13.935
5A,PT,8591.803
5A,MK,42.194
5A,5M,2588.725
AT,NZ,7.672
5A,TM,0.42
5A,PS,39.764
5A,MH,5.0
5A,5K,60337.712
5A,VU,10.0
5A,GN,1.298
5A,BA,200.995
5A,TJ,0.246
5A,PL,4211.384
5A,MG,245.0
5A,2H,13.588
5A,VN,311.241
5A,GM,0.249
5A,AZ,116.413
AT,PE,4.08
5A,TH,1924.667
5A,PK,552.348
5A,ME,29.686
5A,UA,3.809
5A,RS,593.049
5A,MR,9.0
5A,AI,-0.977
AT,NL,4314.788
5A,GR,95.548
5A,BD,75.663
5A,TZ,4.573
5A,RO,1454.468
5A,MO,32345.598
5A,AF,72.77
AT,NI,0.582
5A,WS,0.008
5A,GQ,0.109
